year;IMF_Code;weight;net_exports;exports;imports
2019;PALUM;0.0011588601510869566;2132302678;2947024531;814721853
2019;PAPPLE;-0.00016159426576086957;-297333449;81507957;378841406
2019;PBANSOP;0.00012334629347826088;226957180;280004223;53047043
2019;PBARL;-0.00014645596304347825;-269478972;1279646;270758618
2019;PBEEF;0.0038202730032608698;7029302326;7314311914;285009588
2019;PCHANA;-1.6245370652173912e-05;-29891482;113245438;143136920
2019;PCOAL;-0.0017090714407608696;-3144691451;1210954;3145902405
2019;PCOBA;-1.1817422282608696e-05;-21744057;62628;21806685
2019;PCOCO;6.290005978260869e-06;11573611;201712182;190138571
2019;PCOFFOTM;0.003864523910869565;7110723996;7214574918;103850922
2019;PCOPP;0.00041050719510869564;755333239;2673617855;1918284616
2019;PCOTTIND;0.0014292670869565218;2629851440;2676347081;46495641
2019;PDAP;-0.0008730563233695653;-1606423635;4404415;1610828050
2019;PFSHMEAL;6.547914673913044e-06;12048163;17807823;5759660
2019;PGNUTS;0.00015081991195652173;277508638;419311643;141803005
2019;PGOLD;0.0019825206864130434;3647838063;3658465023;10626960
2019;PHIDE;-8.758434782608696e-06;-16115520;2850803;18966323
2019;PIORECR;0.014254887486956521;26228992976;26329713220;100720244
2019;PLAMB;-1.6287552717391304e-05;-29969097;2463985;32433082
2019;PLEAD;-4.652167445652174e-05;-85599881;33925200;119525081
2019;PLMMODY;0.00014854591630434784;273324486;523907685;250583199
2019;PLOGORE;0.00020160995;370962308;385049176;14086868
2019;PLOGSOFT;1.0269114130434783e-06;1889517;2506456;616939
2019;PMAIZMT;0.003872962439673913;7126250889;7359762287;233511398
2019;PMILK;-0.00011751954619565217;-216235965;33737819;249973784
2019;PNGAS;-0.0011407566076086957;-2098992158;4765;2098996923
2019;PNICK;-4.670938586956522e-05;-85945270;392177;86337447
2019;POATS;1.086333152173913e-06;1998853;2271942;273089
2019;POILAPSP;0.0063533689288043475;11690198829;30063783787;18373584958
2019;POLVOIL;-0.00028381930923913044;-522227529;851308;523078837
2019;PORANG;0.0012361679423913044;2274549014;2387006392;112457378
2019;PPALLA;-0.0002735953375;-503415421;55900;503471321
2019;PPLAT;-4.305898695652174e-05;-79228536;491813;79720349
2019;PPOIL;-0.0001106639847826087;-203621732;57355688;260977420
2019;PPORK;0.0008455659902173913;1555841422;1581482423;25641001
2019;PPOTASH;-0.002016652431521739;-3710640474;3983081;3714623555
2019;PPOULT;0.0035626683456521737;6555309756;6571756293;16446537
2019;PPROPANE;-0.0004069780016304348;-748839523;526379;749365902
2019;PRICENPQ;5.924782173913043e-05;109015992;369027516;260011524
2019;PROIL;6.616104347826087e-06;12173632;49472291;37298659
2019;PRUBB;-0.00030133369510869563;-554453999;43899255;598353254
2019;PSALM;-0.0005433598010869565;-999782034;78539265;1078321299
2019;PSAWORE;0.004087968304891304;7521861681;7552598853;30737172
2019;PSAWSOFT;0.00014081290054347825;259095737;264797569;5701832
2019;PSHRI;3.209758043478261e-05;59059548;94803984;35744436
2019;PSILVER;-3.534905108695652e-05;-65042254;4727652;69769906
2019;PSOIL;0.01453528559076087;26744925487;26830961138;86035651
2019;PSOMEAL;0.003181218769021739;5853442535;5855001305;1558770
2019;PSORG;2.8583809782608695e-06;5259421;6518120;1258699
2019;PSUGAISA;0.002958646896195652;5443910289;5660057489;216147200
2019;PSUNO;-2.936758586956522e-05;-54036358;3568948;57605306
2019;PTEA;4.063961793478261e-05;74776897;83395978;8619081
2019;PTIN;0.000100872475;185605354;189038487;3433133
2019;PTOMATO;-0.0001646607777173913;-302975831;116235170;419211001
2019;PURAN;-2.7138786413043477e-05;-49935367;0;49935367
2019;PUREA;-0.0014215334880434782;-2615621618;19561090;2635182708
2019;PWHEAMT;-0.0009121182179347826;-1678297521;128412876;1806710397
2019;PWOOLC;1.2395223369565217e-05;22807211;24615617;1808406
2019;PWOOLF;1.24867625e-05;22975643;34773014;11797371
2019;PZINC;-8.573754021739131e-05;-157757074;222493945;380251019
2020;PALUM;0.0014069089905405405;2082225306;2753592701;671367395
2020;PAPPLE;-0.00018474275743243242;-273419281;77308699;350727980
2020;PBANSOP;0.00017084321283783783;252847955;307205973;54358018
2020;PBARL;-0.0001614637783783784;-238966392;390974;239357366
2020;PBEEF;0.005190411489189189;7681809004;8002972102;321163098
2020;PCHANA;1.2588626351351351e-05;18631167;148649984;130018817
2020;PCOAL;-0.0012332100108108108;-1825150816;877474;1826028290
2020;PCOBA;-1.0576890540540541e-05;-15653798;56172;15709970
2020;PCOCO;1.5902060810810811e-06;2353505;205870566;203517061
2020;PCOFFOTM;0.004697446588513513;6952220951;7043163940;90942989
2020;PCOPP;0.0006185670216216216;915479192;2553997852;1638518660
2020;PCOTTIND;0.0021567479141891893;3191986913;3251701922;59715009
2020;PDAP;-0.0011161236587837837;-1651863015;6164774;1658027789
2020;PFSHMEAL;1.0282937837837838e-05;15218748;20466377;5247629
2020;PGNUTS;0.00022945281621621622;339590168;466246597;126656429
2020;PGOLD;0.0033103307074324323;4899289447;4903472709;4183262
2020;PHIDE;-8.97584054054054e-06;-13284244;5019741;18303985
2020;PIORECR;0.019829164117567567;29347162894;29387714705;40551811
2020;PLAMB;-1.3114892567567567e-05;-19410041;2236723;21646764
2020;PLEAD;-3.8008829729729726e-05;-56253068;47216261;103469329
2020;PLMMODY;0.0001485282722972973;219821843;396335646;176513803
2020;PLOGORE;0.00021527352297297296;318604814;335050690;16445876
2020;PLOGSOFT;8.298608108108108e-07;1228194;2011935;783741
2020;PMAIZMT;0.0038923272337837837;5760644306;5996621121;235976815
2020;PMILK;-0.00020637153175675674;-305429867;41185655;346615522
2020;PNGAS;-0.0008444253682432433;-1249749545;25516525;1275266070
2020;PNICK;6.959660810810811e-06;10300298;78254058;67953760
2020;POATS;2.624577027027027e-06;3884374;4030398;146024
2020;POILAPSP;0.00943181497027027;13959086156;24671602720;10712516564
2020;POLVOIL;-0.00037153546216216215;-549872484;1286136;551158620
2020;PORANG;0.0012408307405405406;1836429496;1915557035;79127539
2020;PPALLA;-0.00037523545405405403;-555348472;7696222;563044694
2020;PPLAT;-3.5719035810810814e-05;-52864173;425678;53289851
2020;PPOIL;-0.00021770857094594595;-322208685;52349208;374557893
2020;PPORK;0.0014941201966216216;2211297891;2234959810;23661919
2020;PPOTASH;-0.0019244015966216215;-2848114363;8084235;2856198598
2020;PPOULT;0.0037979447554054055;5620958238;5632423565;11465327
2020;PPROPANE;-0.00042380649797297296;-627233617;164540;627398157
2020;PRICENPQ;7.183682162162162e-05;106318496;504310519;397992023
2020;PROIL;3.647595337837838e-05;53984411;99502162;45517751
2020;PRUBB;-0.0003000352371621622;-444052151;34343600;478395751
2020;PSALM;-0.0004427321439189189;-655243573;77280289;732523862
2020;PSAWORE;0.004071952782432432;6026490118;6065473471;38983353
2020;PSAWSOFT;0.00020091737702702703;297357718;303853336;6495618
2020;PSHRI;3.346976554054054e-05;49535253;80584872;31049619
2020;PSILVER;-3.212190540540541e-05;-47540420;4123654;51664074
2020;PSOIL;0.019582225686486487;28981694016;29439008897;457314881
2020;PSOMEAL;0.003991214611486486;5906997625;5909219529;2221904
2020;PSORG;5.129871621621621e-07;759221;3312484;2553263
2020;PSUGAISA;0.00611070855;9043848654;9290637678;246789024
2020;PSUNO;-4.8240291216216214e-05;-71395631;4763213;76158844
2020;PTEA;5.4719622972972974e-05;80985042;90399634;9414592
2020;PTIN;0.00010927536621621622;161727542;164159556;2432014
2020;PTOMATO;-0.0001646564412162162;-243691533;129312749;373004282
2020;PURAN;-1.0576928378378378e-05;-15653854;1713519;17367373
2020;PUREA;-0.0018402243567567568;-2723532048;21702733;2745234781
2020;PWHEAMT;-0.0009872114945945947;-1461073012;133192377;1594265389
2020;PWOOLC;9.768772297297298e-06;14457783;15012653;554870
2020;PWOOLF;1.0006337162162163e-05;14809379;23525691;8716312
2020;PZINC;-1.9942670945945947e-05;-29515153;178895155;208410308
2021;PALUM;0.0012156157053892216;2030078228;3595803799;1565725571
2021;PAPPLE;-0.00010742027964071857;-179391867;129543384;308935251
2021;PBANSOP;0.0001685241383233533;281435311;335586008;54150697
2021;PBARL;-0.00014456184431137724;-241418280;297316;241715596
2021;PBEEF;0.004801831216766467;8019058132;8430636321;411578189
2021;PCHANA;5.8776875449101796e-05;98157382;212847110;114689728
2021;PCOAL;-0.0019058308311377245;-3182737488;883953;3183621441
2021;PCOBA;-1.6024489221556885e-05;-26760897;1039;26761936
2021;PCOCO;-2.072059520958084e-05;-34603394;228606523;263209917
2021;PCOFFOTM;0.0045583475856287425;7612440468;7722843173;110402705
2021;PCOPP;0.0005895411820359282;984533774;3672046096;2687512322
2021;PCOTTIND;0.0019934485922155688;3329059149;3432707325;103648176
2021;PDAP;-0.0019775043341317363;-3302432238;4912000;3307344238
2021;PFSHMEAL;1.1461664670658682e-05;19140980;23769668;4628688
2021;PGNUTS;0.00021660298982035929;361726993;510428364;148701371
2021;PGOLD;0.0031672992173652696;5289389693;5294257228;4867535
2021;PHIDE;-2.7905640718562873e-05;-46602420;5821957;52424377
2021;PIORECR;0.030555323577844313;51027390375;51636771537;609381162
2021;PLAMB;-1.0846234131736526e-05;-18113211;2574546;20687757
2021;PLEAD;-9.857715928143712e-05;-164623856;32637273;197261129
2021;PLMMODY;-0.00012554880299401198;-209666501;220434021;430100522
2021;PLOGORE;0.00021847789161676646;364858079;381282891;16424812
2021;PLOGSOFT;2.959940119760479e-07;494310;1397004;902694
2021;PMAIZMT;0.0020980392371257486;3503725526;4326275839;822550313
2021;PMILK;-0.0001216062125748503;-203082375;55097244;258179619
2021;PNGAS;-0.0029489141562874252;-4924686641;35649266;4960335907
2021;PNICK;6.024733652694611e-05;100613052;243362752;142749700
2021;POATS;1.2532568862275448e-06;2092939;2452115;359176
2021;POILAPSP;0.011891706447305389;19859149767;37870417345;18011267578
2021;POLVOIL;-0.0003381440263473054;-564700524;973045;565673569
2021;PORANG;0.0012871226790419161;2149494874;2218644737;69149863
2021;PPALLA;-0.00047012878203592814;-785115066;3601216;788716282
2021;PPLAT;-2.3537807784431137e-05;-39308139;72387;39380526
2021;PPOIL;-0.00040095334670658684;-669592089;74738394;744330483
2021;PPORK;0.0015385657281437126;2569404766;2602117205;32712439
2021;PPOTASH;-0.0028406393185628743;-4743867662;8562821;4752430483
2021;PPOULT;0.004207012271856287;7025710494;7041929461;16218967
2021;PPROPANE;-0.0007543280604790419;-1259727861;57310;1259785171
2021;PRICENPQ;1.5796069461077843e-05;26379436;359264253;332884817
2021;PROIL;3.354832754491018e-05;56025707;120465322;64439615
2021;PRUBB;-0.00045155417005988025;-754095464;47072238;801167702
2021;PSALM;-0.0005440698562874252;-908596660;80649916;989246576
2021;PSAWORE;0.003988133005389222;6660182119;6688879069;28696950
2021;PSAWSOFT;0.0002554251095808383;426559933;435089359;8529426
2021;PSHRI;4.793490718562874e-05;80051295;121473324;41422029
2021;PSILVER;-5.6085168263473056e-05;-93662231;8717338;102379569
2021;PSOIL;0.02412715962215569;40292356569;40810606867;518250298
2021;PSOMEAL;0.0043955379149700595;7340548318;7342744706;2196388
2021;PSORG;4.047844311377245e-08;67599;310974;243375
2021;PSUGAISA;0.005763218969461078;9624575679;9909410895;284835216
2021;PSUNO;-4.997120419161677e-05;-83451911;9979696;93431607
2021;PTEA;5.617013532934132e-05;93804126;103913107;10108981
2021;PTIN;0.00017918063952095808;299231668;316810121;17578453
2021;PTOMATO;-0.00017045209520958083;-284654999;113636786;398291785
2021;PURAN;-5.185492754491018e-05;-86597729;0;86597729
2021;PUREA;-0.0028649053538922155;-4784391941;40480516;4824872457
2021;PWHEAMT;-0.0010231090215568862;-1708592066;310731036;2019323102
2021;PWOOLC;9.754908383233534e-06;16290697;16547239;256542
2021;PWOOLF;1.1026665868263472e-05;18414532;30529062;12114530
2021;PZINC;-0.0001513101604790419;-252687968;150643531;403331499
2022;PALUM;0.0015034344194871795;2931697118;3958202811;1026505693
2022;PAPPLE;-0.00017369543743589742;-338706103;95025757;433731860
2022;PBANSOP;0.00011879948;231658986;295835695;64176709
2022;PBARL;-0.00017449874564102563;-340272554;323573;340596127
2022;PBEEF;0.006115197757435897;11924635627;12433171023;508535396
2022;PCHANA;-1.6477758974358974e-06;-3213163;113776848;116990011
2022;PCOAL;-0.0030530978476923077;-5953540803;88862437;6042403240
2022;PCOBA;-2.40001e-05;-46800195;0;46800195
2022;PCOCO;3.574522205128205e-05;69703183;203363096;133659913
2022;PCOFFOTM;0.005828700428717948;11365965836;11539033929;173068093
2022;PCOPP;0.0003821703887179487;745232258;2939230014;2193997756
2022;PCOTTIND;0.001872151836923077;3650696082;3717714327;67018245
2022;PDAP;-0.0021546613384615383;-4201589610;12267859;4213857469
2022;PFSHMEAL;1.585785692307692e-05;30922821;34834008;3911187
2022;PGNUTS;0.00015416979692307693;300631104;468194640;167563536
2022;PGOLD;0.0025146107984615387;4903491057;4907612561;4121504
2022;PHIDE;-2.2712236923076924e-05;-44288862;9474943;53763805
2022;PIORECR;0.018508517613333334;36091609346;36236887650;145278304
2022;PLAMB;-1.5608773846153847e-05;-30437109;1289049;31726158
2022;PLEAD;-6.409285435897436e-05;-124981066;40252311;165233377
2022;PLMMODY;-0.00021670550615384616;-422575737;178926713;601502450
2022;PLOGORE;0.0002435994682051282;475018963;490083459;15064496
2022;PLOGSOFT;3.0347179487179484e-08;59177;1228692;1169515
2022;PMAIZMT;0.006057775718461538;11812662651;12492787882;680125231
2022;PMILK;-0.0002031931282051282;-396226600;61776740;458003340
2022;PNGAS;-0.00271439660974359;-5293073389;3584398;5296657787
2022;PNICK;7.550018769230769e-05;147225366;322526535;175301169
2022;POATS;1.6872441025641026e-06;3290126;3447804;157678
2022;POILAPSP;0.010713322277435898;20890978441;55719781441;34828803000
2022;POLVOIL;-0.00010658452564102564;-207839825;797544;208637369
2022;PORANG;0.0012574370005128206;2452002151;2541403826;89401675
2022;PPALLA;-0.0003816842764102564;-744284339;436377;744720716
2022;PPLAT;-1.263172358974359e-05;-24631861;80607;24712468
2022;PPOIL;-0.0004045465246153846;-788865723;84350139;873215862
2022;PPORK;0.0012796693071794871;2495355149;2529993091;34637942
2022;PPOTASH;-0.004918732077948718;-9591527552;8626323;9600153875
2022;PPOULT;0.004602821376923077;8975501685;8989571874;14070189
2022;PPROPANE;-0.0006787248184615385;-1323513396;84138;1323597534
2022;PRICENPQ;0.00014519942666666667;283138882;657591043;374452161
2022;PROIL;2.0194696923076923e-05;39379659;104947261;65567602
2022;PRUBB;-0.0004456018287179487;-868923566;58481479;927405045
2022;PSALM;-0.0005646880082051282;-1101141616;87377809;1188519425
2022;PSAWORE;0.004228891496410256;8246338418;8266335149;19996731
2022;PSAWSOFT;0.00028469500153846153;555155253;566887253;11732000
2022;PSHRI;2.3473106153846154e-05;45772557;89589040;43816483
2022;PSILVER;-3.139540615384615e-05;-61221042;5197558;66418600
2022;PSOIL;0.02598076482205128;50662491403;50897211904;234720501
2022;PSOMEAL;0.005301317914358975;10337569933;10339530458;1960525
2022;PSORG;-5.278420512820513e-07;-1029292;3239910;4269202
2022;PSUGAISA;0.005840041426666667;11388080782;11735551211;347470429
2022;PSUNO;-3.54725641025641e-05;-69171500;12598326;81769826
2022;PTEA;5.1281064615384616e-05;99998076;109301936;9303860
2022;PTIN;0.00023162640205128205;451671484;454682310;3010826
2022;PTOMATO;-0.00016108145076923076;-314108829;154489455;468598284
2022;PURAN;-3.226147282051282e-05;-62909872;0;62909872
2022;PUREA;-0.0037130392492307693;-7240426536;88816790;7329243326
2022;PWHEAMT;-0.0007678861620512821;-1497378016;984972532;2482350548
2022;PWOOLC;4.872391794871795e-06;9501164;10015283;514119
2022;PWOOLF;7.4903e-06;14606085;31076643;16470558
2022;PZINC;-0.00012236626102564102;-238614209;247134206;485748415
2023;PALUM;0.0013895392949308755;3015300270;3553769982;538469712
2023;PAPPLE;-0.00020485423778801844;-444533696;99559284;544092980
2023;PBANSOP;0.00015113965576036867;327973053;405158408;77185355
2023;PBARL;-0.00015115977465437788;-328016711;262452;328279163
2023;PBEEF;0.004720424893548387;10243322019;10606017666;362695647
2023;PCHANA;5.4053170506912445e-06;11729538;127868568;116139030
2023;PCOAL;-0.0020030885677419356;-4346702192;910971;4347613163
2023;PCOBA;-9.073312442396314e-06;-19689088;1324;19690412
2023;PCOCO;-8.398847004608295e-06;-18225498;205555508;223781006
2023;PCOFFOTM;0.0048206198092165895;10460744986;10630513744;169768758
2023;PCOPP;0.0006757663350230415;1466412947;3572805004;2106392057
2023;PCOTTIND;0.001394999035483871;3027147907;3097784623;70636716
2023;PDAP;-0.0014473653884792626;-3140782893;7654407;3148437300
2023;PFSHMEAL;1.995065069124424e-05;43292912;47692907;4399995
2023;PGNUTS;0.000181132033640553;393056513;570879294;177822781
2023;PGOLD;0.001604419174654378;3481589609;3486260220;4670611
2023;PHIDE;-1.3720920737327189e-05;-29774398;13802089;43576487
2023;PIORECR;0.016972945469124423;36831291668;37250238756;418947088
2023;PLAMB;-1.261926866359447e-05;-27383813;1449202;28833015
2023;PLEAD;-4.5340933640552995e-05;-98389826;48603038;146992864
2023;PLMMODY;-0.0001289936133640553;-279916141;238157037;518073178
2023;PLOGORE;0.00034349494285714285;745384026;760633193;15249167
2023;PLOGSOFT;2.207130875576037e-06;4789474;5448847;659373
2023;PMAIZMT;0.00628579309124424;13640171008;13950083457;309912449
2023;PMILK;-0.00033094209032258066;-718144336;47568573;765712909
2023;PNGAS;-0.0007787178552995392;-1689817746;45697221;1735514967
2023;PNICK;4.186086405529954e-05;90838075;252348783;161510708
2023;POATS;2.3012078341013826e-06;4993621;5281550;287929
2023;POILAPSP;0.011960572540092166;25954442412;53861708725;27907266313
2023;POLVOIL;-9.3307767281106e-05;-202477855;1011629;203489484
2023;PORANG;0.0014087572170506913;3057003161;3156082208;99079047
2023;PPALLA;-0.00021054123732718895;-456874485;229475;457103960
2023;PPLAT;-1.3201882488479263e-05;-28648085;182359;28830444
2023;PPOIL;-0.00022872549861751153;-496334332;68293617;564627949
2023;PPORK;0.001266897935483871;2749168520;2783663757;34495237
2023;PPOTASH;-0.002585389723502304;-5610295700;11945873;5622241573
2023;PPOULT;0.004182457886175116;9075933613;9083098132;7164519
2023;PPROPANE;-0.0003524714958525346;-764863146;1517714;766380860
2023;PRICENPQ;2.917397188940092e-05;63307519;621908704;558601185
2023;PROIL;9.74498138248848e-05;211466096;280512940;69046844
2023;PRUBB;-0.0002431361414746544;-527605427;73689050;601294477
2023;PSALM;-0.0005193609322580645;-1127013223;90379358;1217392581
2023;PSAWORE;0.0034196299677419356;7420597030;7439647392;19050362
2023;PSAWSOFT;0.00017676870921658986;383588099;397553884;13965785
2023;PSHRI;9.275094930875576e-06;20126956;89041731;68914775
2023;PSILVER;-2.6599769585253455e-05;-57721500;4684265;62405765
2023;PSOIL;0.02573181821797235;55838045533;55953333395;115287862
2023;PSOMEAL;0.0052986876359447;11498152170;11498517963;365793
2023;PSORG;1.0900728110599078e-06;2365458;8372410;6006952
2023;PSUGAISA;0.007377494971428571;16009164088;16372924955;363760867
2023;PSUNO;-2.565647788018433e-05;-55674557;18343256;74017813
2023;PTEA;4.136921290322581e-05;89771192;98424708;8653516
2023;PTIN;0.00013055237004608295;283298643;294380382;11081739
2023;PTOMATO;-0.00011303485714285714;-245285640;216996661;462282301
2023;PURAN;-3.887170322580645e-05;-84351596;100;84351696
2023;PUREA;-0.0020236548239631336;-4391330968;46306145;4437637113
2023;PWHEAMT;-0.00040597859815668204;-880973558;738970707;1619944265
2023;PWOOLC;3.855329493087557e-06;8366065;8698519;332454
2023;PWOOLF;7.576113824884792e-06;16440167;29315142;12874975
2023;PZINC;-3.6606190783410135e-05;-79435434;329387383;408822817
