;date;year;month;ctot_log_change;ctot_pct_gdp;n_commodities;ctot_level;ctot_12m_avg
151;2012-09-01;2012;9;-0.0011333865977689451;-0.11333865977689452;56;101.38009907301276;-0.00714367197786597
152;2012-10-01;2012;10;0.001703662645086712;0.1703662645086712;56;101.55296377051135;-0.018109204149970883
153;2012-11-01;2012;11;0.0007445784162391114;0.07445784162391114;56;101.62860607275815;-0.01752982263873495
154;2012-12-01;2012;12;0.0008213362507723;0.08213362507723;56;101.71211161941312;-0.015349557409201306
155;2013-01-01;2013;1;0.00241096742598352;0.241096742598352;57;101.95763205931767;-0.025727741669354095
156;2013-02-01;2013;2;3.60305661247682e-05;0.0036030566124768196;57;101.9613057167031;-0.014622501228612984
157;2013-03-01;2013;3;-0.0016545740815566124;-0.16545740815566123;57;101.79274267142053;0.016172740014826065
158;2013-04-01;2013;4;-0.00038658626553303535;-0.038658626553303536;57;101.75339860060153;0.019135269309485132
159;2013-05-01;2013;5;-0.001360536387091927;-0.13605363870919268;57;101.6150535323852;0.00268451585696489
160;2013-06-01;2013;6;-0.001355063393240628;-0.1355063393240628;57;101.47745194363446;-0.0018663082150763598
161;2013-07-01;2013;7;0.001447625490695008;0.14476254906950078;57;101.6244596701923;-0.012029076116806715
162;2013-08-01;2013;8;0.0006666747320688569;0.0666674732068857;57;101.69223271839375;-0.043135910777135356
163;2013-09-01;2013;9;-0.000777883082409857;-0.0777883082409857;57;101.61315881006475;-0.03716081889845741
164;2013-10-01;2013;10;-0.0002704277692157172;-0.027042776921571723;57;101.58568350541488;-0.016776020295397803
165;2013-11-01;2013;11;0.00019847952759416144;0.019847952759416143;57;101.60584818495919;-0.008743005262221623
166;2013-12-01;2013;12;-0.0003981958974353425;-0.03981958974353425;57;101.56539720729769;-0.017803839569076024
167;2014-01-01;2014;1;-0.001321852733255917;-0.1321852733255917;57;101.43123140264838;-0.019127912092282335
168;2014-02-01;2014;2;0.0007530415915661214;0.07530415915661214;57;101.50764210518601;-0.02540041237578367
169;2014-03-01;2014;3;0.0007916017508105411;0.07916017508105411;57;101.58802754482683;-0.03505475092116106
170;2014-04-01;2014;4;0.0005773755384481063;0.05773755384481063;57;101.64669892300977;-0.04610396806990069
171;2014-05-01;2014;5;-0.002447836503914455;-0.2447836503914455;57;101.39818870316492;-0.04316382930085071
172;2014-06-01;2014;6;-0.0015139520960253852;-0.15139520960253852;57;101.24479284913122;-0.05575688984697912
173;2014-07-01;2014;7;0.0006949254566748476;0.06949254566748475;57;101.31517488533976;-0.06232360049051142
174;2014-08-01;2014;8;-0.0004918458933764298;-0.04918458933764298;57;101.2653556853245;-0.038261235974671445
175;2014-09-01;2014;9;-0.0021037891402586133;-0.21037891402586134;57;101.05253866930559;-0.06903002057763324
176;2014-10-01;2014;10;8.238888307028078e-05;0.008238888307028078;57;101.06086461807608;-0.09580661307944648
177;2014-11-01;2014;11;-0.0013126877379412475;-0.13126877379412474;57;100.92829029368828;-0.10896142991715656
178;2014-12-01;2014;12;-0.001186201174659219;-0.1186201174659219;57;100.80864001586536;-0.07507746529532405
179;2015-01-01;2015;1;0.0015656310086448802;0.15656310086448802;57;100.96659276420938;-0.058892181790205056
180;2015-02-01;2015;2;-0.002939212560789295;-0.2939212560789295;57;100.6702661832708;-0.08335477352401245
181;2015-03-01;2015;3;-0.0024215893494070454;-0.24215893494070453;57;100.42677907076454;-0.07212043308237691
182;2015-04-01;2015;4;-0.0010012024820771044;-0.10012024820771044;57;100.32628184772139;-0.0574280260820623
183;2015-05-01;2015;5;0.001618239250705444;0.1618239250705444;57;100.4887652079023;-0.052827265226152546
184;2015-06-01;2015;6;0.00042828192458889614;0.042828192458889615;57;100.53181194707727;-0.051293230973225794
185;2015-07-01;2015;7;-0.0022405855513820414;-0.22405855513820414;57;100.30681397950036;-0.044218760913679135
186;2015-08-01;2015;8;0.0008562749596198351;0.0856274959619835;57;100.39274097590776;-0.04764920431982067
187;2015-09-01;2015;9;-0.00034070030022085907;-0.034070030022085904;57;100.35854296488438;-0.00731645245414247
188;2015-10-01;2015;10;0.0006344801857794506;0.06344801857794506;57;100.42223867656597;0.031970754028450614
189;2015-11-01;2015;11;-0.0011286036275900365;-0.11286036275900366;57;100.30896570587112;0.04873010250821988
190;2015-12-01;2015;12;-0.00033726476751361976;-0.03372647675136198;57;100.27514073017971;0.02310487821706032
191;2016-01-01;2016;1;0.001153977799907895;0.1153977799907895;57;100.39092280859046;0.020054819226189208
192;2016-02-01;2016;2;0.0019007176630920896;0.19007176630920897;57;100.58191906626568;0.04966586604281106
193;2016-03-01;2016;3;0.0022928754285041243;0.22928754285041242;57;100.81280547277582;0.050920074451164
194;2016-04-01;2016;4;0.0010099193354952082;0.10099193354952082;57;100.9146697029582;0.05238163961803816
195;2016-05-01;2016;5;-0.0014567876642337034;-0.14567876642337033;57;100.76776548709982;0.047848999643663744
196;2016-06-01;2016;6;6.227484568436243e-05;0.006227484568436243;57;100.77404097954611;0.08221215305443456
197;2016-07-01;2016;7;0.0013127400666125806;0.13127400666125807;57;100.90641797009386;0.07486442630922231
198;2016-08-01;2016;8;0.0010067799686221874;0.10067799686221875;57;101.00805968724858;0.06307221775416139
199;2016-09-01;2016;9;-0.00016531248019595833;-0.016531248019595834;57;100.99136317449089;0.05329577983317515
200;2016-10-01;2016;10;9.056338885451996e-05;0.009056338885451995;57;101.00050970874932;0.03144487004786715
201;2016-11-01;2016;11;0.002994974781702462;0.2994974781702462;57;101.3034571217472;-0.0029888284519403916
202;2016-12-01;2016;12;-0.0012189919769390915;-0.12189919769390915;57;101.1800442552087;0.0031268933918512736
203;2017-01-01;2017;1;-0.0002610872266994149;-0.02610872266994149;57;101.15363088630345;-0.005599918154531596
204;2017-02-01;2017;2;0.000727545112573741;0.0727545112573741;57;101.2272514939831;-0.0005868232774757948
205;2017-03-01;2017;3;-0.00032923374573283536;-0.03292337457328354;57;101.1939295524583;-0.007933197782441689
206;2017-04-01;2017;4;-0.003122124484481697;-0.3122124484481697;57;100.87848219651787;-0.01859533763065032
207;2017-05-01;2017;5;-0.0007229010429787035;-0.07229010429787035;57;100.80558338901055;-0.03401812020732461
208;2017-06-01;2017;6;-0.0009849425398815819;-0.09849425398815818;57;100.70634456196706;-0.05459814405110546
209;2017-07-01;2017;7;0.0019143114518592765;0.19143114518592766;57;100.89931251208628;-0.044495172349870445
210;2017-08-01;2017;8;0.00012521502802628008;0.012521502802628008;57;100.91194741335356;-0.03580712147257346
211;2017-09-01;2017;9;-0.001444769261980994;-0.1444769261980994;57;100.76625820255303;-0.04484746757162237
212;2017-10-01;2017;10;-0.0017601705203463946;-0.17601705203463947;57;100.58904841089749;-0.051899586637716884
213;2017-11-01;2017;11;0.0005253719204487593;0.052537192044875926;57;100.64190895694468;-0.03391391101507835
214;2017-12-01;2017;12;-6.6353727908891294e-06;-0.000663537279088913;57;100.6412411625759;-0.025909399727825383
215;2018-01-01;2018;1;0.0007814788785762227;0.07814788785762226;57;100.71992090613281;-0.02214842465664632
216;2018-02-01;2018;2;-0.00035729641931212756;-0.03572964193121275;57;100.68394046726341;-0.05207257277540911
217;2018-03-01;2018;3;-0.001175488033664177;-0.11754880336641771;57;100.5656572339447;-0.06942879043760612
218;2018-04-01;2018;4;-0.0009638434097650735;-0.09638434097650735;57;100.4687743854189;-0.06340975373179715
219;2018-05-01;2018;5;0.0002376403114916527;0.023764031149165272;57;100.49265265336618;-0.028192187645053584
220;2018-06-01;2018;6;-0.0005336255313400942;-0.05336255313400942;57;100.4390415136069;-0.03523225100292849
221;2018-07-01;2018;7;-0.0016765863223922584;-0.16765863223922584;57;100.27078787565765;-0.034091107211164755
222;2018-08-01;2018;8;-0.0019575310914373605;-0.19575310914373606;57;100.07469668075078;-0.026173488952985335
223;2018-09-01;2018;9;-0.0007224848572839186;-0.07224848572839186;57;100.00242034022637;-0.0012510597358405355
224;2018-10-01;2018;10;0.002465937410062834;0.2465937410062834;57;100.24932434944122;0.004053402592687907
225;2018-11-01;2018;11;-0.00031943568249622975;-0.031943568249622974;57;100.21730625223148;0.019707201970184555
226;2018-12-01;2018;12;0.00013030188222075919;0.013030188222075918;57;100.23036560667802;0.017602740367349313
227;2019-01-01;2019;1;0.0017315930695577537;0.17315930695577536;57;100.40407416598629;0.03636076072729763
228;2019-02-01;2019;2;0.0026333950867452483;0.2633395086745248;57;100.66882620694663;0.058271751732875444
229;2019-03-01;2019;3;-0.0005389525542407642;-0.053895255424076416;57;100.61458510393344;0.050271921322000805
230;2019-04-01;2019;4;0.0009146125155345241;0.09146125155345242;57;100.7066505584054;0.0527291796139234
231;2019-05-01;2019;5;-1.4895080848576032e-05;-0.0014895080848576032;57;100.70515053587485;0.03567053688684466
232;2019-06-01;2019;6;0.0017173369118537033;0.17173369118537032;57;100.87824379528448;0.04319311335478931
233;2019-07-01;2019;7;0.0009527325982770795;0.09527325982770796;57;100.97439958470935;0.06202842832228018
234;2019-08-01;2019;8;-0.002917510740742318;-0.2917510740742318;57;100.68023501218839;0.054217751187560725
235;2019-09-01;2019;9;-0.0004276138622532062;-0.04276138622532062;57;100.63719195160283;0.004006822654180365
236;2019-10-01;2019;10;0.0004189002828133849;0.04189002828133849;57;100.67935773078472;-0.025188359640166375
237;2019-11-01;2019;11;0.0005832734936571273;0.058327349365712725;57;100.73809846079757;-0.06778991482423845
238;2019-12-01;2019;12;0.002390539678319665;0.23905396783196647;57;100.97920495478635;-0.030296207899663186
239;2020-01-01;2020;1;0.0007943118133914195;0.07943118133914194;57;101.05944579409322;-0.018508967276593468
240;2020-02-01;2020;2;-0.0033919163372603954;-0.33919163372603955;57;100.71724130146562;-0.0157783732388387
241;2020-03-01;2020;3;-0.004042374429562373;-0.4042374429562373;57;100.31092629260583;0.03072748735682167
242;2020-04-01;2020;4;-0.004197574106554123;-0.41975741065541233;57;99.89074623121962;0.03994781003397701
243;2020-05-01;2020;5;0.004484349750100454;0.4484349750100454;57;100.33969714824127;0.036418608076370484
244;2020-06-01;2020;6;0.0031318057866220692;0.31318057866220694;57;100.65443418278059;0.05691996987287906
245;2020-07-01;2020;7;0.0012804038828076517;0.12804038828076517;57;100.7833950545119;0.06685686603568129
246;2020-08-01;2020;8;0.002663192530736927;0.2663192530736927;57;101.05215836481123;0.08547238583631117
247;2020-09-01;2020;9;0.000678824859005435;0.0678824859005435;57;101.12077836981301;0.12949266073534174
248;2020-10-01;2020;10;-4.6039520993980575e-06;-0.0004603952099398058;57;101.12031281566483;0.18718774753132097
249;2020-11-01;2020;11;0.003043436909238156;0.30434369092381564;57;101.42853489728236;0.2507131394765461
250;2020-12-01;2020;12;0.0035829672178559323;0.35829672178559324;57;101.79260184326037;0.26233222821407093
251;2021-01-01;2021;1;0.003028174189467005;0.3028174189467005;57;102.1013147551728;0.2408746620725434
252;2021-02-01;2021;2;0.0018905166506232721;0.1890516650623272;57;102.29452156356784;0.22249383315363622
253;2021-03-01;2021;3;0.002881035985955136;0.2881035985955136;57;102.58966071046314;0.14736995533184338
254;2021-04-01;2021;4;0.0034254729268728915;0.3425472926872892;57;102.94168139024453;0.0754437278907916
255;2021-05-01;2021;5;0.005878640398603436;0.5878640398603436;57;103.54862075840587;0.08236944514263063
256;2021-06-01;2021;6;0.0005568978496387622;0.05568978496387622;57;103.60630282265728;0.02400856731738239
257;2021-07-01;2021;7;-0.0009252955874612109;-0.0925295587461211;57;103.5104807065496;0.008398732711743233
258;2021-08-01;2021;8;-0.006351672807878209;-0.6351672807878209;57;102.85509958750777;0.034123754126309004
259;2021-09-01;2021;9;-0.00795232243392078;-0.7952322433920781;57;102.04040631679207;0.04621072627185538
260;2021-10-01;2021;10;0.0008264821181212859;0.08264821181212859;57;102.1247757480493;0.06448343491015525
261;2021-11-01;2021;11;-0.003959868429791632;-0.3959868429791632;57;101.72117470357284;0.0432415715280817
262;2021-12-01;2021;12;0.001709787065179234;0.17097870651792338;57;101.89524502151886;-0.021579900719278053
263;2022-01-01;2022;1;0.0061151767592148975;0.6115176759214898;57;102.52026155130079;-0.04460099496988582
264;2022-02-01;2022;2;0.0033409533080888364;0.33409533080888365;57;102.86334975999137;-0.12470990590608917
265;2022-03-01;2022;3;0.005073761022551119;0.507376102255112;57;103.38658006495467;-0.06319359997724477
266;2022-04-01;2022;4;0.0008764493210240668;0.08764493210240668;57;103.47723288335315;-0.022816589516893956
267;2022-05-01;2022;5;-0.0018999362710797343;-0.18999362710797343;57;103.28081938101947;-0.03581739912522478
268;2022-06-01;2022;6;-0.0022056334604341706;-0.22056334604341707;57;103.05327078661703;-0.008203872735551886
269;2022-07-01;2022;7;-0.010538364899805615;-1.0538364899805615;57;101.9729601667064;-0.030134027548022108
270;2022-08-01;2022;8;0.0010302839035831192;0.10302839035831192;57;102.07807540613831;-0.06943301608846207
271;2022-09-01;2022;9;-0.0031070811786786828;-0.3107081178678683;57;101.76140275786265;-0.06409338906185817
272;2022-10-01;2022;10;-0.0007336150348784134;-0.07336150348784133;57;101.68677643967061;-0.11248547897745571
273;2022-11-01;2022;11;-0.000646245263030884;-0.0646245263030884;57;101.62108307138394;-0.1277318602554355
274;2022-12-01;2022;12;-0.0009218315123171928;-0.09218315123171929;57;101.52744871887198;-0.14753096051085635
275;2023-01-01;2023;1;0.001399298134362102;0.1399298134362102;57;101.66961533199184;-0.0898964002637016
276;2023-02-01;2023;2;0.003981708551281304;0.3981708551281304;57;102.07524111468929;0.03313477057608943
277;2023-03-01;2023;3;-0.0007332897673205837;-0.07332897673205838;57;102.0004178218134;0.005290255627809226
278;2023-04-01;2023;4;-0.0009531164323335105;-0.09531164323335105;57;101.90324586293411;0.053307614205231
279;2023-05-01;2023;5;-0.004275828301730232;-0.4275828301730232;57;101.46845528758777;0.02431660311882249
280;2023-06-01;2023;6;0.004710513769224397;0.4710513769224397;57;101.94755135177964;0.03325771129301005
281;2023-07-01;2023;7;0.004225375600969309;0.4225375600969309;57;102.37922940654246;0.031907601819127614
282;2023-08-01;2023;8;-0.0023110578902105047;-0.23110578902105047;57;102.14289827328074;0.012817257576464819
283;2023-09-01;2023;9;0.0026550018506119304;0.26550018506119305;57;102.4144481804625;-0.033225079551298047
284;2023-10-01;2023;10;-0.004212536365247435;-0.4212536365247435;57;101.98393101442811;-0.04116663669535242
285;2023-11-01;2023;11;0.00042668771787162383;0.042668771787162385;57;102.02745559025286;-0.02482258436036111
286;2023-12-01;2023;12;-0.0010838446491830858;-0.10838446491830858;57;101.91693358360372;0.0032785422755749285
287;2024-01-01;2024;1;-0.0008915431747574332;-0.08915431747574332;57;101.82611072933885;-0.06072487946264476
288;2024-02-01;2024;2;-0.0015433719040502394;-0.15433719040502394;57;101.66907638331055;-0.08361678067509544
289;2024-03-01;2024;3;-0.0016862766246071097;-0.16862766246071098;57;101.49777866462027;-0.11556203541826988
290;2024-04-01;2024;4;0.0010081698478654477;0.10081698478654477;57;101.60015726353197;-0.1295982563457768
291;2024-05-01;2024;5;-0.0009036931054179074;-0.09036931054179073;57;101.50838337586399;-0.06334913785253314
292;2024-06-01;2024;6;-0.002969896839361965;-0.2969896839361965;57;101.20736117261077;-0.06250189128741218
293;2024-07-01;2024;7;0.0014783474554752264;0.14783474554752263;57;101.35709146690569;-0.06109856879432204
294;2024-08-01;2024;8;-0.006144488459391438;-0.6144488459391438;57;100.73621343049726;-0.04218157816773827
295;2024-09-01;2024;9;0.0009706553393111028;0.09706553393111028;57;100.83404104469271;-0.006878562997594599
296;2024-10-01;2024;10;0.0037373578539418033;0.37373578539418034;57;101.21159903512374;-0.02806380512793093
297;2024-11-01;2024;11;0.0005283573056861388;0.052835730568613876;57;101.2650890525705;-0.0279902348416014
298;2024-12-01;2024;12;-0.0009154459500122679;-0.09154459500122679;57;101.17242875613735;
299;2025-01-01;2025;1;0.0013784957004326177;0.13784957004326176;57;101.31199068483912;
300;2025-02-01;2025;2;0.002692989916367001;0.2692989916367001;57;101.58519055129503;
301;2025-03-01;2025;3;-0.00422850568024747;-0.42285056802474696;57;101.15654390210791;
302;2025-04-01;2025;4;0.0010169982822249917;0.10169982822249918;57;101.25947226360414;
